,text,label
5986,"['@bbcnewstelugu', '@KTRTRS', 'become', 'politician', 'much', 'much', 'easier', 'softer', 'becoming', 'IAS', 'officer', '.', 'Good', 'Decision', 'Anna', '.', 'However', 'kind', 'knowledge', 'posses', ',', 'could', 'given', 'couple', 'attempts', '.', '#KTR', '#Telangana', '#GovtJobs', '#KCR', '#Politics']",0
5988,"[""Biden's"", 'Atomic', 'Veterans', 'Day', 'Symbolic', '-', '-', 'Curb', 'Nuclear', '...', '(', 'Truthout', ')', 'Earlier', 'month', ',', 'President', 'Joe', 'Biden', 'took', 'one', 'small', 'step', 'direction', 'reconciling', '...', 'Add', 'highlights', ':', 'https://t.co/T5Iun9aHLD', '#LeftWing', '#Politics', '...']",0
5991,"['""', '#Politics', 'Today', 'News', ':', 'Gun', 'violence', 'across', 'country', '.', '’', 'changing', 'mayoral', 'politics', '.', '#News', '""', ':', 'https://t.co/FYgNEsmQ9X']",0
6003,"['hope', 'join', 'us', 'July', '29', ',', 'delve', '#diversity', 'local', '#politics', '.', 'something', 'see', 'lifetimes', '?', '#Almaguin', 'https://t.co/u52rKFCnUj']",0
6004,"['Hope', 'get', 'suggestions', 'high', 'command', 'evening', ':', 'Karnataka', 'CM', 'amid', 'resign', 'speculation', '#Karnataka', '#Yediyurappa', '#politics', 'https://t.co/j9mmixaNvN']",0
6005,"['Hundreds', 'users', 'much', 'time', 'hands', '-', 'perhaps', 'owing', 'lockdown', ',', 'perhaps', '-', 'flocked', 'Twitter', 'cry', 'bloody', 'murder', 'Andrew', 'Bogut', 'co-commentating', ',', 'would', 'believe', '...', 'Olymp', '#Politics', 'https://t.co/UVPZNm8SgK']",0
6008,"['One', 'week', 'ballots', 'due', '.', 'Vote', 'Rivera', 'real', 'results', 'Renton', '.', 'lip', 'service', '.', '💋', '#Vote', '#Ballot', '#Politics', '#Progress', '#Renton', '#Washington', 'https://t.co/58w4txwx4q']",0
6013,"['.', '@ngunjiriwambugu', ',', 'fierce', 'critic', '@WilliamsRuto', ',', 'met', 'Kiambaa', 'MP', 'John', 'Wanjiku', 'Nandi', 'senator', '@scherargei', 'Tuesday', ',', 'August', '10', '.', '#tukonews', '#politics', 'https://t.co/YqvrgQ48Un']",0
6016,"[""government's"", 'plan', 'resettling', 'thousands', 'Afghan', 'refugees', 'UK', '?', '|', 'Politics', 'News', '#NewsUpdate', '#News', '#BreakingNews', '#Breaking', '#news', '#Business', '#Politics', '#Science', '#Technology', '#World', '#follow', '#Follow', '#followus', '#followme', '#retweet', '#Retweeet', 'https://t.co/vKlqKV9yGk']",0
6018,"['#Politics', ':', '#US', '#business', 'pushes', 'Biden', '#China', 'trade', 'deal', '-', 'Trump', 'era', 'tariffs', 'Chinese', 'imports', 'fuelling', 'record', 'US', 'inflation', 'threaten', ""Biden's"", 'chances', '2022', 'mid-term', 'elections', 'https://t.co/UKUihxhMVb']",0
6027,"['Sept', '11', ',', '2001', 'Osama', 'bin', 'Laden', 'attacked', 'World', 'Trade', 'Center', 'Pentagon', '#World', 'call', '#Terrorist', '.', 'thing', 'happened', '#India', ',', 'people', 'start', 'praising', 'Call', '#Idol', '.', '#Politicians', 'start', '#Politics', 'name', '""', 'Bin', 'Laden', '""']",0
6029,"['.', 'Collateral', 'damage', 'https://t.co/g19ehe21qf', '#Minneapolis', '#Minnesota', '#GeorgeFloyd', '#protest', '#riots', '#chaos', '#police', '#crime', '#lawlessness', '#politics', '#government', '@JoeBiden', '@KamalaHarris', '@PressSec', '@psaki', '@SpeakerPelosi', '@RepRaskin', '@jamie_raskin', '@AOC', '@RepAOC', '@IlhanMN', '@Ilhan']",0
6032,"['Newly', 'Released', 'Jan', '.', '6', 'Detainee', 'Says', '.', 'C', '.', 'Jail', 'Allow', 'Shave', 'Get', 'Haircut', 'Unless', 'Got', 'Vaccinated', '…', '-', '#news', '#politics', '-', 'https://t.co/0fVqcbPc8r']",0
6034,"['#politics', 'became', '#religion', 'religion', 'become', 'enemy', '.', '#neighbors', 'strangers', 'community', 'seek', 'online', '.', 'feel', '#sorry', 'kids', ',', 'feel', 'almost', '#anxiety', '#fear', '.', 'America', 'become', ',', '’', 'time', 'die', '.', 'Goodnight', 'USA']",0
6038,"['Sarojini', 'Naidu', 'first', 'female', 'Governor', 'India', '#sarojininaidu', '#firstfemalegovernor', '#Governor', '#Politics', 'https://t.co/gMy1pNKK9D']",0
6039,"['Eric', 'Adams', 'calls', 'Cuomo', 'impeachment', ""'"", 'move', 'forward', ""'"", 'governo', '...', '(', 'New', 'York', 'Post', ')', 'Democratic', 'mayoral', 'nominee', 'Eric', 'Adams', 'said', 'Tuesday', 'state', 'lawmakers', 'impeach', 'Gov', '. ...', 'Add', 'highlights', ':', 'https://t.co/UYc1NghL5x', '#NY', '#politics', '#nycp', '...']",0
6040,"['@BCGovFireInfo', '#coulsongroup', '#MartinMars', 'easily', 'fill', 'ocean', 'dump', '#holyoak', '#duncan', '#chemainus', '#ladysmith', 'fire', '.', 'DONE', 'area', '.', '#BCgov', 'stopped', 'hiring', 'years', 'back', 'putting', 'bs', '#politics', 'public', 'safety', '.']",0
6041,"['Bobby', 'Powell', 'drops', 'race', 'fill', 'U', '.', '.', 'Rep', '.', 'Alcee', 'Hastings', ""'"", 'seat', ';', 'supports', 'Bobby', 'DuBose', 'https://t.co/PVw0bfYTNV', 'via', '@pbpost', '@BobbyPowellJr', '@DuBoseforFL', '@FlaDems', '#FloridaPolitics', '#politics']",0
6047,"['Datuk', 'Seri', 'Noraini', 'Ahmad', 'resigned', 'Cabinet', 'Prime', 'Minister', 'Tan', 'Sri', 'Muhyiddin', 'Yassin', 'latest', 'Umno', 'minister', '.', '#TheAsianAffairs', '#Malaysia', '#Politics', '#UMNO', '#NorainiAhmad', '#Caninet', '#PM', '#MuhyiddinYassin', 'https://t.co/rZ55V6jhnr']",0
6052,"['Next', ""'"", 'unjabbed', 'University', 'student', 'avid', 'Festival', 'goer', 'gets', 'seriously', 'ill', 'hospital', 'covid', 'near', 'death', 'due', 'getting', 'vaccinated', ""'"", 'get', 'younger', 'ones', 'jabbed', '..', 'predictable', 'scary', 'time', '#NoVaccinePassports', '#Politics']",0
6056,"['Modi', ':', 'India', 'launch', '$', '1.35', 'trillion', 'national', 'infrastructure', 'plan', 'https://t.co/JSguAq6L1p', '#Politics', 'https://t.co/eQQT8822Zi', '#Modi', '#zamjenska', '#India', '#will', '#launch', '#', '$', '1.35', '#trillion', '#national', '#infrastructure', '#plan', '#', '711']",0
6057,"['Politicians', 'every', 'time', 'step', 'bubble', '&', 'confer', 'politicians', 'opposing', 'party', '.', '#Politics', 'https://t.co/PMvroum8BH']",0
6058,"['divide', 'private', 'schools', 'state', 'schools', 'comes', 'achieving', 'top', 'A-level', 'results', 'widened', 'year', ',', 'sparking', 'alarm', 'among', 'education', 'leaders', '.', 'think', 'private', 'schools', 'abolished', '?', '#Politics', '#alevelresults2021']",0
6063,"['4/5', 'complex', 'reality', 'transgender', 'people', 'provide', 'direction', ""church's"", 'moral', 'response', 'groups', '.', 'quick', 'scan', 'medical', 'literature', 'reveals', 'two', 'every', '1,000', 'live', 'human', 'births', '(', '0.2', '%', ')', 'child', '#intersex', '.', '#LGBT', '#Politics', '#Psychology', '#EU']",0
6065,"['Results', 'Aug', '.', '3', ',', '2021', 'primary', 'election', '-', 'https://t.co/0iL1PXHgcr', 'https://t.co/kaOmcsXgXy', '#2020Elections', '#Elections', '#Politics', '#GeneralElection']",0
6066,"['@GopalAThakkar_', 'Hahaha', 'Indian', 'ministers', 'embarrassing', '#indian', '#politics', '#clowns', 'https://t.co/qq6YQFBqKl']",0
6069,"['@inspiredbylaban', '🔥', '$', '1', '🔥', 'theocratic', 'dictatorship', 're-shaped', 'world', 'created', 'Hell', 'earth', '.', 'escape', ',', 'revolutionaries', 'Thomas', 'Jefferson', '&', 'Ayyan', 'Alli', 'try', 'impossible', ':', 'overthrow', 'God', '.', '#sci', '#horror', '#comicbooks', '#comics', '#fantasy', '#Politics', '#books', '#books', 'https://t.co/WCwSNFUYID', 'https://t.co/HieVVY7Bzs']",0
6072,"['Via', '@RawStory', ':', 'House', 'Representatives', 'counsel', 'defend', 'riot-inciting', 'Mo', 'Brooks', 'lawsuit', 'https://t.co/SILaSgjyhD', '|', '#politics', '#trump', '#corruption']",0
6075,"['“', 'politics', 'morally', 'bankrupt', 'seems', '?', '”', '#Afghanistan', '#USAabandonedAfghanistan', '#politics', 'https://t.co/Rg0BL4FpVW']",0
6076,"['Via', '@RawStory', ':', 'GOP', 'North', 'Carolina', 'Lt', '.', 'Gov', '.', ':', 'politicians', 'promote', 'vaccination', 'thrown', 'office', 'https://t.co/UYX63Ql2Rs', '|', '#politics', '#trump', '#corruption']",0
6089,"['Henry', 'Kissinger', 'WAR', 'CRIMINAL', '|', 'Renegade', 'Cut', 'https://t.co/sPNNcr2Vxp', '#leftwing', '#rightwing', '#trump', '#politics', '#conservative', '#republican', '#maga', '#liberal', '#leftist', '#feminism', '#antifa', '#political', '#donaldtrump', '#democrats', 'https://t.co/Pm8D2q0zE7']",0
6091,"['https://t.co/t7Ck2LlCqI🏴\u200d☠️', 'Newest', 'Republican', 'Boogeyman', ':', 'Critical', 'Race', 'Theory', ':', 'Peter', 'Ingle', '(', '@PeterIngleNC', ')', 'Critical', 'Race', 'Theory', '(', 'CRT', ')', ',', 'new', 'conservative', 'culture', 'war', 'rallying', 'cry', ',', 'academic', '…', 'https://t.co/6HnnDgi8LI', '#Opinion', '#Politics', '𝑭𝑂𝐿𝐿𝑂𝑊', '@torysleazeUK', 'https://t.co/CtFTcmZE0Z']",0
6093,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/EyMreBX1PG']",0
6094,"['Criticism', 'Greek', 'authorities', ""'"", 'response', 'intensifies', 'wildfires', 'continue', 'rage', 'https://t.co/jAA4DTAMcs', '#Greece', '#politics']",0
6099,"['@Enrique_Acevedo', 'KNEW', 'elected', 'Republicans', 'brains', 'hearts', '!', 'get', 'board', 'fair', 'review', 'happened', ""nation's"", 'capital', 'January', '.', '#politics', '#insurrection', '#climate', '#US', '#Republicans', '#Democrats']",0
6102,"['Shakya', 'become', 'first', 'woman', 'lead', 'provincial', 'government', 'country', '.', '#Nepal', '#Politics', '#UML', '#Bagmati', 'https://t.co/ZQjQkK0xW4']",0
6105,"['Via', '@RawStory', ':', 'Facebook', 'shelved', 'damning', 'report', 'showing', 'platform', 'spread', 'vaccine', 'misinformation', ':', 'report', 'https://t.co/aBq2UlEm5N', '|', '#politics', '#trump', '#corruption']",0
6108,"['Green', 'Party', 'faces', 'challenges', 'heading', 'fall', 'election', '#Canada', '#News', '#Politics', '#2021FederalElection', '#AnnamiePaul', '#CanadaElection', '#FederalElection', '#GreenParty', '#GreenPartyFacesUphillBattle', '#GreenPartyOfCanada', '#Toronto', '#Toronto_centre', 'https://t.co/Bs6ePp3E1s']",0
6110,"['#MKStalin', 'assumed', 'office', 'Chief', 'Minister', 'May', '7', ',', 'marked', '#DMK', ""'"", 'return', 'power', 'state', '10', 'years', '.', 'Stalin', 'stated', 'government', 'would', 'practise', 'politics', 'inclusiveness', '.\n.', '@mkstalin', '#TamilNadu', '#Politics', 'https://t.co/dXSI4HDu0F']",0
6115,"['Featured', 'week', ':', 'Confronting', 'ethics', ',', 'trade-offs', 'mortality', ',', 'Jonathan', 'Aldred', 'explains', 'equations', 'numbers', 'comes', 'Covid', 'policy', ',', 'especially', 'comes', 'government', 'decision', 'making', '.', 'https://t.co/RF3kZY31PD', '#economics', '#politics', '#featured']",0
6116,"['#BJP', 'MP', 'Rita', 'Bahuguna', 'Joshi', 'accused', 'Jitendra', 'Singh', 'Bablu', 'involved', 'setting', 'house', 'fire', '2009', '|', '#Politics', '|', '@abhishek6164', 'https://t.co/gCWsD4Tcsx']",0
6119,"['exchange', 'going', 'jail', '?', 'guy', 'also', 'sent', 'draft', 'letter', '6', 'swing', 'states', 'try', 'induce', 'overturn', 'results', '.', '#politics', 'https://t.co/cYWuiCAqQn']",0
6120,"['Ignoring', 'call', ',', 'major', 'nations', 'stick', 'vaccine', 'booster', 'plans', 'via', '@Reuters', 'https://t.co/w41qsmElEU', '#COVID19', '#vaccines', '#DeltaVariant', '#covidvariants', '#healthcare', '#medicine', '#science', '#research', '#workers', '#economy', '#politics', '#WHO']",0
6124,"['Austria', 'deploy', 'soldiers', 'eastern', 'border', 'halt', 'migration', 'flux', 'https://t.co/daFovWj3ca', '#Politics', 'https://t.co/eQQT8822Zi', '#Austria', '#to', '#deploy', '#more', '#soldiers', '#to', '#eastern', '#border', '#to', '#halt', '#migration', '#flux', '#', '349']",0
6125,"['Brazil', 'may', 'short', '2GW', 'November', '#politics', '#environmentalism', '#EnvironmentalJustice', '#economy', '#BrazilDrought2021', 'https://t.co/I7VKY6L7J1']",0
6129,"['like', 'Joe', 'Biden', 'fellow', 'Democrats', 'enjoy', 'destroying', 'American', 'jobs', '.', '#Bidenadministration', '#Democrats', '#economics', '#Jobs', '#JoeBiden', '#politics', '#taxes', '#USnews', 'https://t.co/6oMz6w8duQ']",0
6130,"['Italian', 'Rwandan', 'leaders', 'join', 'urgent', 'call', 'transform', ""world's"", 'food', 'systems', 'https://t.co/4rNW7OwgCh', '#Politics', 'https://t.co/eQQT8822Zi', '#Italian', '#and', '#Rwandan', '#leaders', '#join', '#urgent', '#call', '#to', '#transform', ""#world's"", '#food', '#systems', '#', '773']",0
6132,"['Newsom', 'says', ""'"", 'ever', 'confuse', ""'"", ""'"", 'defund', 'police', 'movement', ""'"", 'https://t.co/N7rTTN5mMH', '-', '@politic_talks', '#Politics', '#Political']",0
6137,"['Start', 'Drum', 'Beat', '–', 'Next', 'Gov', '.', 'California', 'Republican', '?', '-', 'via', ':', '@charliekirk11', 'https://t.co/3OG1eJwh1e', '#politics', '#videos', 'https://t.co/z1DfP0BDqX']",0
6138,"['newly', 'appointed', 'chief', 'minister', 'Karnataka', 'two-day', 'visit', 'Delhi', 'met', 'Union', 'Defence', 'Minister', 'Rajnath', 'Singh', 'Union', 'Home', 'Minister', 'Ami', 'Shah', 'set', 'meet', 'PM', 'Modi', '.', '#briflynews', '#Delhi', '#karnataka', '#AmitShah', '#Delhi', '##Politics', 'https://t.co/zGN0b7pusE']",0
6139,"['Sadly', 'think', 'Biden', 'admin', 'made', 'mind', '.', 'Deeply', 'disappointing', '.', 'really', 'think', 'bad', 'Trump', '#Afghanistan', '.', '#politics', '#foreignpolicy', '#Taliban', 'https://t.co/RwOWjlC9Yg']",0
6142,"['EU', 'nationals', 'allowed', 'enter', 'England', '2/8', '/', '21', '...', 'except', 'France', '.', 'Another', 'decision', '#Johnson', '?', 'grounds', ',', 'except', '#Politics', '.', '#Racism', 'neighbours', '.', 'man', 'buffoon', '!']",0
6145,"['@NYGovCuomo', 'resigns', 'effectively', 'following', '14', 'days', '.', '#BreakingNews', '#politics', '#NY', '#AndrewCuomo', '#GovCuomo', '#CuomoResigns']",0
6148,"['going', 'bet', 'Arizona', 'fraudit', 'wrap', 'around', 'time', 'idiots', 'claiming', '@realDonaldTrump', 'reinstated', '#politics', 'https://t.co/TKoZ6Rm2Dv']",0
6150,"['#Politics', 'Minister', 'Woods', 'pathetic', 'reason', 'power', 'outage', 'massive', 'insult', 'every', 'consumer', 'NZ', '.', 'Answer', 'questions', ':', ',', '.', ',', 'fail', 'badly', 'prevent', 'repeat', '.', 'pathetic']",0
6152,"['""', '#Politics', 'Today', 'News', ':', '#Republicans', 'move', 'erase', 'Democrats', ""'"", '#Clinton-era', 'political', 'advances', '#News', '""', ':', 'https://t.co/9lefy08UT3']",0
6153,"['#BJP', 'MP', 'Rita', 'Bahuguna', 'Joshi', 'accused', 'Jitendra', 'Singh', 'Bablu', 'involved', 'setting', 'house', 'fire', '2009', '|', '#Politics', '|', '@abhishek6164', 'https://t.co/gCWsD4Tcsx']",0
6154,"['@smritikak', 'always', 'national', 'sport', ',', 'sone', 'uneducated', 'govt', '2012', 'debunked', 'due', 'political', 'agendas', 'cost', 'getting', 'allocated', 'sport', '.', 'Petty', 'politicians', '.', '#BJP', '#NaveenPatnaik', '#Politics', '#nationalsport', '#hockey', '#fieldhockey']",0
6156,"['Washington', '’', 'Lament', '.', 'Collapse', 'Grand', 'Ideal', '|', 'Feazelle', '|', 'Jan', ',', '2021', '|', 'Medium', '-', 'via', '@pensignal', 'https://t.co/NXXlvPbcnz', '#fiction', '#politics', '#foundingfathers', '#slavery', '#inequality', '#corruption', '#constitution']",0
6167,"['Revolver', 'Exclusive', ':', 'Cult', 'Mask', 'stay', '…', '-', '#news', '#politics', '-', 'https://t.co/e1QzqQEMmr']",0
6170,"['knowing', 'know', ',', 'could', 'travel', 'back', 'time', 'general', 'election', '2015', ',', 'would', 'vote', '?', '#politics', '#uk', '#UKPolitics', '#brexit']",0
6172,"['""', 'world', 'destroyed', 'evil', ',', 'rather', 'watch', 'nothing', '""', '-', 'Albert', 'Einstein', '-', '#politics', '#humanity']",0
6181,"['Connecticut', 'Governor', 'mandates', 'vaccine', 'teachers', 'state', 'employees', 'https://t.co/OLO826paG6', '#leftwing', '#world', '#trump', '#politics', '#news', '#maga', '#liberal', '#leftist', '#feminism', '#antifa', '#political', '#donaldtrump', '#democrats', 'https://t.co/xFEvLVSEzF']",0
6185,"['Via', '@RawStory', ':', 'Fox', 'News', 'hosts', 'discuss', 'ban', ""'"", 'childless', ""'"", 'liberals', 'voting', 'https://t.co/UHhWJ1qH1T', '|', '#politics', '#trump', '#corruption']",0
6187,"['allowed', 'disagree', 'cannot', 'find', 'common', 'ground', '.', 'Minds', 'may', 'changed', 'dialogue', ',', 'dismissal', '.', 'someone', 'think', 'way', 'mean', 'bad', 'disrespectful', '.', 'https://t.co/new4yBX19U', '#politics', '#religion', 'https://t.co/SpjPYBfpzY']",0
6189,"['#NewsUpdate', 'Former', '#French', 'minister', '#RachidaDati', 'charged', '#CORRUPTION', '#Ghosn', 'case', '#pakustv', '#NYC', '#Politics', '#Renault', '#France', '#Sarkozy', '#CarlosGhosn', '#GreatEscape', 'https://t.co/lsz9Z10mbW']",0
6191,"['Biden', 'announces', 'nearly', '$', '5', 'billion', 'weather', 'climate', 'disasters', 'resilience', 'https://t.co/sPSd7Pd9r8', '#Politics', 'https://t.co/eQQT8822Zi', '#Biden', '#announces', '#nearly', '#', '$', '5', '#billion', '#in', '#wear', '#and', '#climate', '#disasters', '#resilience', '#', '516']",0
6192,"['Via', '@RawStory', ':', 'Fox', 'News', 'fools', 'mainstream', 'media', '—', 'https://t.co/asTI2x0wsz', '|', '#politics', '#trump', '#corruption']",0
6193,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/8Kv5hTHeqG']",0
6196,"['Opinion', '|', 'Rescue', 'Plan', 'Afghanistan', 'Leaning', ':', '36', '%', 'Conservative', '-', 'View', 'rating', ':', 'https://t.co/l1EueElzsV', '#ArticleBiasRatings', '#Politics', 'https://t.co/AuKVctYYxh']",0
6197,"['@murpharoo', '@yabbietol', ""can't"", 'answer', 'question', '?', 'one', '...', '""', 'hold', 'hose', '""', 'scenarios', '?', '#auspol', '#australia', '#covid', '#scomo', '#humanrights', '#politics', '#climatechange', '#auspolitics', '#australianpolitics', '#scottyfrommarketing', '#ausunions', '#democracy', '#itstime', '#protest', '#freedomofpress']",0
6201,"['India', '.', 'turmoil', 'south', 'Asia', '.', '#Pakistan', '#Afghanistan', '#India', '#Kashmir', '#Politics', '#Armedforces', '#PMImranKhan']",0
6202,"['Society', 'Cultural', 'Anthropology', '’', 'Campaign', 'Present', 'American', 'Populism', 'Fascism', '|', '@Quillette', '#politics', '""', 'actual', 'contents', 'intellectually', 'disingenuous', ',', 'authors', 'watering', 'definition', 'fascism', 'order', 'fit', 'identifiably', 'partisan', 'narrative', '""', 'https://t.co/G9DufFeAxT']",0
6203,"['Mission', 'Accomplished', '!', '–', 'Authenticity', ',', 'Massacre', 'Militarization', 'Politics', 'Brazil', 'COVID', '-', '19', '#politics', '#coronavirus', '#covid19', '#democracy', 'https://t.co/aYpJKHMPZN']",0
6205,"['US', 'said', 'Taliban', 'could', 'take', 'Kabul', '3', 'months', '.', 'didnt', 'take', '10', 'days', '.', '#Taliban', '#Afghanistan', '#US', '#MiddleEast', '#Arab', '#Politics', '#Country']",0
6206,"['Coming', 'Soon', ':', '‘', 'Buy', 'List', '’', 'Conservatives', '‘', 'Hate', 'Groups', '’', '…', '-', '#news', '#politics', '-', 'https://t.co/k8cyAbtyEH']",0
6208,"['Faultlines', 're-open', 'Tunisian', ""president's"", 'supporters', 'opponents', 'clash', 'outside', 'parliament', 'via', '@Reuters', 'https://t.co/lwAy9OsTf7', '#Tunisia', '#crisis', '#politics', '#PoliticalParties', '#coups', '#opposition', '#protests', '#economy', '#COVID19', '#RegionalSecurity', '#AU', '#UN']",0
6209,"['Britain', 'needs', 'big', 'ideas', 'big', 'problems', ',', 'leaders', '’', 'appear', '|', 'Isabel', 'Hardman', ':', 'Boris', 'Johnson', 'Keir', 'Starmer', 'harbour', 'grand', 'ambitions', 'tackling', 'climate', 'change', ',', 'crime', '…', 'https://t.co/FJ1njA0Fqj', '#Politics', '#BorisJohnson', 'FOLLOW', '@torysleazeUK', 'https://t.co/3Jqm6r8Aiw']",0
6212,"['Less', 'month', 'ago', 'driving', 'young', 'man', 'also', 'shot', 'Brooks', 'Ave', '.', 'Although', 'new', '4', 'Venice', 'oakwood', 'neighborhood', ',', 'shootings', 'increased', '@mikebonin', '.', 'Time', 'recall', '@recallbonin2021', '#venice', '@LAPDEnsley', '@LAPDPacific', '@PaigeCurrent', '#politics', '#crime', 'https://t.co/DmbJuc5gwS']",0
6214,"['Mariana', 'Durão', '/', 'Bloomberg', '-', 'Brazil', 'support', 'coal', '2050', ""UN's"", 'Guterres', 'calls', '‘', 'Death', 'Knell', ""'"", 'https://t.co/MZCo5e9kPh', '#energy', '#oil', '#gas', '#latam', '#caribbean', '#politics', '#etrobras', '#un', '#antonioguterres', '#coal', 'https://t.co/p9YVPv17kz']",0
6217,"['former', 'PM', 'laid', 'successor', 'Commons', ',', 'asking', '""', 'Global', 'Britain', 'streets', 'Kabul', '""', 'https://t.co/hhW0P8EWUl', '#Politics', 'https://t.co/fsChgu0o83']",0
6218,"['Louisiana', 'Attorney', 'General', 'Fights', 'School', 'Mask', 'Mandate', 'COVID', 'Spik', '...', '(', 'Truthout', ')', 'New', 'Orleans', '-', 'One', 'look', 'Louisiana', 'Department', ""Health's"", 'COVID', 'dashboard', 'enough', '...', 'Add', 'highlights', ':', 'https://t.co/VWCQ7cBue6', '#LeftWing', '#Politics', '...']",0
6220,"['Special', 'thanks', 'Sanctuary', 'hosting', 'Friday', '’', '#prideandpolitics', 'event', 'Senator', 'Sharif', 'Street', 'Perfectly', 'Normal', '!', '’', 'perfectly', 'normal', 'PA', 'legalize', 'cannabis', 'adult', 'use', '!', '#legalization', '#pride', '#politics', '#cannabis', '#marijuana']",0
6225,"['#Breaking', '-', 'Joke', 'Nation', 'Address', '?', 'Palace', 'says', 'earlier', 'forums', 'already', 'discussed', 'COVID', '-', '19', 'plans', '@ABSCBNNews', 'Reliabilty', ':', '73', '%', '|', 'article', 'fact-checked', 'Oigetit', '✅', '#Oigetit', '#COVID19', '#SONA2021', '#Pandemic', '#Philippines', '#Politics', 'https://t.co/BbB5CJtWia']",0
6228,"['#Sturgeon', '’', 'rotten', 'secret', 'state', '—', 'North', 'Korean-style', 'culture', 'cover-ups', ',', 'censorship', ',', 'suppression', 'shames', '#democracy', '#politics', '#comment', '#SNP', '#Scotland', 'Read', ':', 'https://t.co/mDd9XGvjZF', 'https://t.co/GvWiWD6XtU']",0
6234,"['#Karnataka', 'CM', '&', 'Lingayat', 'strongman', 'B', '.', '#Yeddyurappa', 'celebrates', 'government', '’', 'two', 'years', 'office', '.', 'Announces', 'resignation', '#BSYediyurappa', '#Politics', '#India']",0
6238,"['MSNBC', '’', 'Chuck', 'Todd', 'Already', 'Hoping', 'Cuomo', 'Comeback', 'https://t.co/R4gPdoRKcb', '#politics', '#opinion', 'https://t.co/qz0H4LtgLi']",0
6245,"['Six', 'Things', 'Might', 'Missed', '[', 'UK', ']', 'Government', 'Announce', 'Week', '-', 'HuffPost', 'UK', '.', 'naive', '#dishonest', '‘', 'radar', '’', 'behaviour', 'treating', 'electorate', 'contempt', '.', '#politics', 'https://t.co/3ljk6NnGZu']",0
6253,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/tqijthvjZT']",0
6254,"['anyone', 'think', 'institutions', 'country', 'apolitical', ',', 'special', 'kind', 'idiot', '.', 'institutions', 'members', 'political', 'overly', 'tend', 'liberal', '.', 'Blame', 'system', ',', 'cannot', 'survive', 'conservative', '.', '#fridaymorning', '#Politics', '#Freedom']",0
6255,"['Ever', 'wonder', 'assumptive', 'preparations', 'surprise', '#Africa', '🌍', '?', ""There's"", 'massive', 'package', 'serve', 'psychic', 'feed', 'regarding', '#politics', '#africa', 'everywhere', '.', '#Ethiopia', 'says', 'WATCH', '&', 'LEARN', 'lyk', 'ALWAYS', '.', 'U', 'fill', 'expected', '.', '❤', '️', '💛', '💚', 'https://t.co/adhJnDBaFz']",0
6257,"['Flashback', ':', 'Ammon', 'Bundy', 'acquitted', 'Oregon', 'standoff', '9', 'FBI', 'informants', 'outed', 'trial', '(', 'via', 'Jack', 'Posobiec', ')', '…', '-', '#news', '#politics', '-', 'https://t.co/wghn3yEA3Y']",0
6259,"['Peace', ',', 'like', 'freedom', 'progress', 'indivisible', '.', '-', 'Smt', '.', 'Indira', 'Gandhi', '#MahilaCongressWisdom', '#mahillacongress', '#Congress', '#SoniaGandhi', '#RahulGandhi', '#india', '#politics', '#VIEWS', '#Rajasthan', '#news', 'https://t.co/xgMdZ0ZVpl']",0
6262,"['Via', '@RawStory', ':', 'Biden', 'announces', 'end', 'US', 'combat', 'operations', 'Iraq', 'https://t.co/d3ravQiSFC', '|', '#politics', '#trump', '#corruption']",0
6268,"['70', '%', 'New', 'Yorkers', 'tell', 'Cuomo', 'quit', ',', '63', '%', 'say', 'impeach', ',', 'poll', 'finds', '(', 'New', 'York', 'Post', ')', 'New', 'Yorkers', 'turned', 'Gov', '.', 'Andrew', 'Cuomo', 'vengeance', 'devastating', 'state', 'inve', '...', 'Add', 'highlights', ':', 'https://t.co/9cIrjGUpii', '#NY', '#politics', '#nycp', '...']",0
6269,"['President', 'Biden', 'calls', 'NY', 'Gov', 'Andrew', 'Cuomo', 'resign', 'amid', 'sexual', 'harassment', 'allegations', '.', 'read', 'latest', 'politics', 'article', 'David', 'Wilderotter', ',', 'follow', 'link', '!', 'https://t.co/cn0nEWwWWy', '#NYC', '#NYCTastemakers', '#Politics', '#Cuomo', '#Biden', '#SexualHarassment', '#Allegations', '#Governor', 'https://t.co/o4VOgNaqYR']",0
6272,"['Senate', 'president', 'requests', 'records', 'Arizona', 'elections', 'head', 'audit', 'messages', '-', 'Arizona', 'Daily', 'Star', 'https://t.co/sptaQ7AGv5', '#2020Elections', '#Elections', '#Politics', '#GeneralElection']",0
